CNPJ;RegistroANS;RazaoSocial;Modalidade;UF;Trimestre;Ano;ValorDespesas
22709109000135;421189;BENEFICENCIA SOCIAL BOM SAMARITANO;Filantropia;MG;Q2;2025;1922492.24
29309127000179;326305;AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.;Medicina de Grupo;SP;Q1;2025;5320013593.04
22720791000167;304395;UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q1;2025;27739091.64
97388490000187;324345;UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;BA;Q1;2025;32602982.87
54012406000113;348082;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;67637898.84
13170410000122;384704;ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;Autogestão;SE;Q2;2025;13330213.24
04204285000133;358754;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;Autogestão;PA;Q1;2025;15150464.97
27452545000195;421421;2CARE OPERADORA DE SAÚDE LTDA.;Medicina de Grupo;SP;Q1;2025;61558843.68
25064148000110;313084;COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA;Cooperativa Médica;TO;Q2;2025;23249455.32
00111826000128;335215;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;RJ;Q2;2025;67688771.51
66343559000122;316881;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q2;2025;69770489.64
85241339000132;364860;UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL;Cooperativa Médica;SC;Q2;2025;82650848.94
73936395000102;311715;UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;Cooperativa Médica;RS;Q1;2025;33784242.51
28502128000172;343331;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;Autogestão;ES;Q3;2025;61248746.56
03977587000181;412058;SBC SAÚDE LTDA.;Medicina de Grupo;SP;Q1;2025;8042144.72
51473692000126;319422;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;Filantropia;SP;Q1;2025;19734307.55
96509690000188;344362;SÃO LUCAS SAÚDE S/A;Medicina de Grupo;SP;Q2;2025;97444857.47
35617257000171;302627;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;Autogestão;PE;Q3;2025;32103820.24
01685053000156;006246;SUL AMERICA COMPANHIA DE SEGURO SAÚDE;Seguradora Especializada em Saúde;RJ;Q2;2025;12991834225.43
64924095000112;303739;SERMED-SAÚDE LTDA.;Medicina de Grupo;SP;Q1;2025;49698090.18
22666341000133;305626;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;Medicina de Grupo;MG;Q1;2025;6372970.05
82353079000107;315265;PARANA ASSISTENCIA MEDICA LTDA;Medicina de Grupo;PR;Q2;2025;36081383.6
02753398000162;422371;SF SISTEMAS DE SAÚDE LTDA;Medicina de Grupo;SP;Q1;2025;7059441.54
82602327000106;321273;UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SC;Q3;2025;448106711.89
05868278000107;317144;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;Cooperativa Médica;CE;Q3;2025;1994659926.54
37436920000167;304468;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;Q1;2025;29450789.28
08680639000177;321044;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PB;Q3;2025;775645700.49
03694367000140;413283;AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP;Odontologia de Grupo;SP;Q3;2025;3720789.1
87158507000156;367087;COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.;Cooperativa Médica;RS;Q1;2025;70120455.42
23802218000165;322831;UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;MG;Q3;2025;73450883.32
72783970000111;329886;UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;23629570.34
31432792000105;312363;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS;Cooperativa Médica;RJ;Q2;2025;2395955826.02
01367538000100;381144;UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;PR;Q1;2025;1262773.79
02041808000142;335657;ADVANCE PLANOS DE SAÚDE LTDA;Medicina de Grupo;SP;Q2;2025;14193274.38
03011072000122;411256;PLANO HOSPITAL SAMARITANO LTDA;Medicina de Grupo;SP;Q1;2025;117779074.5
28806545000109;323993;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;Q1;2025;43696113.83
42936518000181;386901;UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;Q1;2025;6608296.55
37496767000163;343404;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;Cooperativa odontológica;MT;Q3;2025;1459835.2
45272366000158;364312;UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO;Cooperativa Médica;SP;Q2;2025;169798622.11
02254846000183;365785;COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ;Cooperativa odontológica;AP;Q1;2025;1086154.28
30417661000188;312592;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;RJ;Q1;2025;25704190.69
41369935000127;415901;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;Medicina de Grupo;MA;Q3;2025;1003844.53
62465117000106;315478;FUNDAÇÃO CESP;Autogestão;SP;Q3;2025;1205277865.35
56269913000162;374440;PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A;Odontologia de Grupo;SP;Q1;2025;8554336.25
24729097000136;408522;SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;Filantropia;MG;Q1;2025;343968.47
37313475000148;309907;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;TO;Q2;2025;67663031.69
17845504000105;344729;UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q2;2025;71765195.48
73395469000140;316873;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;Autogestão;MG;Q2;2025;66801643.63
92741016000173;417599;ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;Filantropia;RS;Q1;2025;23245064.99
08202035000115;416568;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;Autogestão;MG;Q2;2025;77840876.32
01648339000161;414905;VITA ASSISTÊNCIA A SAÚDE LTDA.;Medicina de Grupo;MG;Q1;2025;3930553.55
07844436000106;415774;CABERJ INTEGRAL SAÚDE S.A;Medicina de Grupo;RJ;Q1;2025;39409187.52
02864364000145;360244;PLANO DE SAÚDE ANA COSTA LTDA.;Medicina de Grupo;SP;Q2;2025;140666778.13
43293604000186;355097;SANTA HELENA ASSISTÊNCIA MÉDICA S/A.;Medicina de Grupo;SP;Q2;2025;447034164.11
04911101000175;414662;VIVENTERIS LTDA;Odontologia de Grupo;PR;Q3;2025;10842645
30036685000197;324477;CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;Autogestão;RJ;Q3;2025;229483733.91
78953023000108;366064;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q1;2025;15822774.97
49210966000142;311847;UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q3;2025;265639407.1
08202035000115;416568;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;Autogestão;MG;Q1;2025;39208907.06
66493339000185;408093;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;Autogestão;SP;Q1;2025;902576.17
38272479000198;422584;PB ASSISTENCIA MEDICA EU LTDA;Medicina de Grupo;BA;Q1;2025;4724455.75
85177194000158;317012;COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;Cooperativa Médica;SC;Q1;2025;14434089.38
28953753000130;421634;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;Medicina de Grupo;RJ;Q1;2025;1120459.57
00172586000171;336017;UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;SP;Q1;2025;1646750.07
02248344000140;371564;UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;Q2;2025;17237308.77
02896924000143;351270;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;Medicina de Grupo;PR;Q3;2025;27363816.27
87497368000195;319708;UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;Cooperativa Médica;RS;Q1;2025;63831016.35
17146846000137;310239;PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;SP;Q2;2025;11611087.22
59527440000144;347795;UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;Q2;2025;2929651.58
01867792000169;304441;NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;Odontologia de Grupo;PE;Q3;2025;12213076.08
20918393000124;419699;OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA;Medicina de Grupo;MS;Q2;2025;20909502.19
34266553000102;421928;ALICE OPERADORA LTDA.;Medicina de Grupo;SP;Q1;2025;91207494.34
19878404000100;339954;FUNDAÇÃO SÃO FRANCISCO XAVIER;Filantropia;MG;Q2;2025;328527767.11
04540010000170;000582;PORTO SEGURO - SEGURO SAÚDE S/A;Seguradora Especializada em Saúde;SP;Q2;2025;2885892838.06
44595858000111;314315;UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS;Cooperativa odontológica;SP;Q2;2025;6510668.7
25141173000150;420816;ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;Medicina de Grupo;SP;Q3;2025;2099745.5
05029064000139;414930;SAÚDE SANTA TEREZA LTDA.;Medicina de Grupo;SP;Q1;2025;23781357.41
03424929000136;409243;SAUDE PAS - MEDICINA E ODONTO;Autogestão;RS;Q1;2025;43198704.21
95642179000197;348180;HUMANA SAÚDE LTDA.;Medicina de Grupo;PR;Q2;2025;194996159.54
03187913000157;414387;ODONTOART PLANOS ODONTOLÓGICOS LTDA;Odontologia de Grupo;CE;Q1;2025;1396303.55
31432792000105;312363;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS;Cooperativa Médica;RJ;Q1;2025;1185440919.63
60214517000105;331872;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;Q3;2025;493505594.06
08237810000178;345318;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;Cooperativa odontológica;RN;Q1;2025;4458242.11
79115762000193;336831;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;Filantropia;PR;Q1;2025;30826123.79
37898335000189;357715;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;GO;Q2;2025;19859327.66
07583396000196;356123;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;Cooperativa Médica;CE;Q2;2025;74675062.89
02149799000108;382655;UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;SP;Q3;2025;5105725.11
01367538000100;381144;UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;PR;Q2;2025;2618186.23
41432461000110;422771;TEMPO MED PLANO DE SAUDE LTDA;Medicina de Grupo;SC;Q1;2025;13980899.16
11177786000133;417211;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;Autogestão;MG;Q2;2025;34430645.96
34732056000152;422151;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;Medicina de Grupo;BA;Q3;2025;14541059.27
73809352000166;312126;FUNDAÇÃO SAÚDE ITAÚ;Autogestão;MG;Q3;2025;1695873845.46
01647867000104;320838;UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS;Cooperativa Médica;MG;Q2;2025;482526.64
02597394000132;314099;UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;Q3;2025;163903679.15
01569902000106;346951;UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO;Cooperativa Médica;SC;Q2;2025;32761897.47
"";350141;OPERADORA NÃO ENCONTRADA;;;Q3;2025;1069577610.78
00531736000196;343056;UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;Q1;2025;1014204.06
71063853000110;356581;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q1;2025;14803024.07
07945024000162;417955;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;Autogestão;PR;Q1;2025;14884275.22
06814351000112;418749;CEDPLAN SAÚDE LTDA EPP;Medicina de Grupo;MG;Q2;2025;3225241.59
00660903000107;315567;FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG;Autogestão;MG;Q2;2025;92627693.39
51212821000122;423815;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;MG;Q2;2025;42489.27
69289171000189;320510;ATÍVIA SERVIÇOS DE SAÚDE S/A;Medicina de Grupo;SP;Q2;2025;15034284.94
03424929000136;409243;SAUDE PAS - MEDICINA E ODONTO;Autogestão;RS;Q2;2025;87489264.33
68709211000131;330566;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;Q3;2025;88769778.33
58229691000180;355721;UNIMED DE SANTOS COOP DE TRAB MEDICO;Cooperativa Médica;SP;Q1;2025;203235488.18
77858611000108;360449;UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SC;Q2;2025;593578726.41
14799035000147;335754;ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;Autogestão;BA;Q1;2025;26705614.17
72957814000120;330116;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;Filantropia;SP;Q2;2025;22438406.43
19031941000110;420051;SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;Odontologia de Grupo;SP;Q2;2025;250403.13
02513939000185;363391;PLANO ASSISTENCIAL SÃO LUCAS LTDA;Medicina de Grupo;MG;Q1;2025;1719222.12
37354048000108;422380;YOU ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;MG;Q2;2025;4309234.67
10219897000100;362140;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PA;Q3;2025;68025380.83
44863959000126;315796;UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO;Cooperativa Médica;SP;Q1;2025;106013723.71
81710865000143;365777;UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .;Cooperativa Médica;PR;Q2;2025;34503574.49
04002216000147;412252;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;Medicina de Grupo;RJ;Q3;2025;20458473.34
26291484000169;318035;UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;MG;Q1;2025;13766861.42
08225953000160;421197;SANTA CASA DE MAUÁ SAÚDE;Medicina de Grupo;SP;Q2;2025;49023885.34
12442737000143;327689;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;AL;Q1;2025;252571793.11
33379144000150;421944;ÚNICA ASSISTENCIA MEDICA LTDA;Medicina de Grupo;SP;Q1;2025;13447817.12
00111826000128;335215;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;RJ;Q3;2025;106282788.27
02864364000145;360244;PLANO DE SAÚDE ANA COSTA LTDA.;Medicina de Grupo;SP;Q1;2025;69895466.5
78931391000155;371106;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q3;2025;162989562.81
22027346000116;382281;PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA;Medicina de Grupo;MG;Q1;2025;788933.35
72916364000127;407569;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;Autogestão;SP;Q1;2025;1699489.76
25906728000108;419028;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;Cooperativa odontológica;MG;Q1;2025;662811.41
50432863000106;416495;MATÃO CLINICAS & AMHMA SAÚDE LTDA;Medicina de Grupo;SP;Q1;2025;17911315.86
"";345741;OPERADORA NÃO ENCONTRADA;;;Q2;2025;1788598.6
62465117000106;315478;FUNDAÇÃO CESP;Autogestão;SP;Q2;2025;784078399.3
23802218000165;322831;UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;MG;Q2;2025;45949032.26
71925531000133;347108;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;25411657.05
72918287000144;408794;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);Autogestão;SP;Q3;2025;23556806.29
04487255000181;000701;UNIMED SEGUROS SAÚDE S/A;Seguradora Especializada em Saúde;SP;Q3;2025;3977157127.83
24449225000198;340952;UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PE;Q1;2025;104047887.9
00841848000143;423203;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS;Autogestão;SP;Q3;2025;2751278.58
29167970000168;309028;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;Medicina de Grupo;RJ;Q3;2025;9656015.65
12923462000160;361569;UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;PB;Q1;2025;4060608.92
07154253000169;415243;RODRIGUES LEIRA ODONTOLOGIA LTDA.;Odontologia de Grupo;SP;Q2;2025;2187146.26
96509690000188;344362;SÃO LUCAS SAÚDE S/A;Medicina de Grupo;SP;Q3;2025;146384165.34
04222235000189;414654;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;Odontologia de Grupo;RJ;Q3;2025;4822198.62
30724638000136;421618;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;Medicina de Grupo;SP;Q2;2025;2793703.73
33922160000147;422053;ASSOCIAÇÃO FCA SAÚDE;Autogestão;MG;Q2;2025;0.17
13083167000105;420093;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;Autogestão;SE;Q2;2025;2027600.96
28806545000109;323993;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;Q2;2025;87455525.2
90619818000180;341941;HOSPITAL DE PRONTOCLINICA LTDA.;Medicina de Grupo;RS;Q1;2025;4217950.77
04612990000170;311961;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;Cooperativa Médica;AM;Q1;2025;32952688.4
00891689000191;358436;UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS;Cooperativa odontológica;GO;Q2;2025;9089338.97
00366982000130;386596;CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO;Cooperativa Médica;GO;Q2;2025;54324591.2
29167970000168;309028;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;Medicina de Grupo;RJ;Q1;2025;3091834.96
84112481000117;313971;FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA;Cooperativa Médica;AM;Q3;2025;36918032.69
44857357000166;380661;METRUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão;SP;Q3;2025;241725766.71
44595858000111;314315;UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS;Cooperativa odontológica;SP;Q3;2025;10293846.15
82996703000186;329339;UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA;Cooperativa Médica;SC;Q2;2025;152730545.52
51212821000122;423815;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;MG;Q1;2025;5582.14
03494031000134;409791;COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS;Cooperativa odontológica;MG;Q1;2025;1499217.31
89640452000141;350648;UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;26327135.45
44863959000126;315796;UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO;Cooperativa Médica;SP;Q2;2025;225075974.23
35908607000159;319872;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;Medicina de Grupo;RJ;Q2;2025;2179878.38
10796140000171;417220;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;Odontologia de Grupo;MG;Q3;2025;1990219.6
72916364000127;407569;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;Autogestão;SP;Q3;2025;5078171.33
25906728000108;419028;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;Cooperativa odontológica;MG;Q3;2025;2384196.45
66916305000156;327468;UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;6258289.07
67839969000121;394734;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;Medicina de Grupo;SP;Q2;2025;37501515.75
00856424000152;389358;CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.;Odontologia de Grupo;SP;Q3;2025;15283596.29
03273825000178;406481;METLIFE PLANOS ODONTOLÓGICOS LTDA.;Odontologia de Grupo;SP;Q3;2025;66926139.62
06091170000105;415014;UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;44827462.65
04222989000139;413429;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;Odontologia de Grupo;PB;Q1;2025;4861957.51
60499365000134;410292;FUNDACAO LEONOR DE BARROS CAMARGO;Filantropia;SP;Q3;2025;56864346.84
42889436000123;348261;UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q1;2025;11090679.98
36503186000149;422339;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;Medicina de Grupo;RJ;Q2;2025;183961958.04
00338763000147;348830;PLENA SAÚDE S.A.;Medicina de Grupo;SP;Q3;2025;168066113.01
00730439000170;353876;UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q3;2025;29040868.69
73809352000166;312126;FUNDAÇÃO SAÚDE ITAÚ;Autogestão;MG;Q2;2025;1094488681.21
45118429000116;351407;UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;31111696.36
24243925000121;321125;UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;AL;Q3;2025;15212795.95
62476676000103;312282;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;Medicina de Grupo;SP;Q2;2025;20166934.09
84537141000138;367095;SAMEL PLANO DE SAÚDE LTDA;Medicina de Grupo;AM;Q1;2025;90890953.58
44649812000138;359017;NOTRE DAME INTERMÉDICA SAÚDE S.A.;Medicina de Grupo;SP;Q3;2025;7761739658.56
77375897000162;338648;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;Autogestão;PR;Q2;2025;85910621.07
52657079000121;313149;UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q3;2025;5475729.97
17048922000171;418994;ODONTO PRIME S/S LTDA;Odontologia de Grupo;CE;Q1;2025;152781.96
28630531000187;343731;UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA;Cooperativa Médica;RJ;Q2;2025;447561043.68
39384664000137;371629;UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;Cooperativa Médica;ES;Q3;2025;144449482.02
00763923000103;341819;UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;MG;Q2;2025;67110.06
95642179000197;348180;HUMANA SAÚDE LTDA.;Medicina de Grupo;PR;Q1;2025;99279266.97
08097092000181;416401;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;Autogestão;DF;Q2;2025;102657208.46
44663631000166;306126;UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;Q2;2025;91761009
24645912000189;420166;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA;Medicina de Grupo;SP;Q2;2025;89747662.43
26185199000163;344451;UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;MG;Q2;2025;10112122.83
11973134000105;417815;SUL AMÉRICA ODONTOLÓGICO S/A;Odontologia de Grupo;SP;Q1;2025;16229856.62
03315918000118;312851;UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MS;Q3;2025;645709368.46
11214624000128;344885;UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PE;Q2;2025;705936059.72
87497368000195;319708;UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;Cooperativa Médica;RS;Q3;2025;203162269.55
17845504000105;344729;UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q3;2025;107840044.25
35657268000185;422321;ASSOCIAÇÃO DE SAÚDE DO VALE;Medicina de Grupo;SC;Q2;2025;30139136.91
77893469000121;420930;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;Filantropia;PR;Q3;2025;694498.78
